id,age.cat,gender,area,veh.make,veh.body,veh.age,claim,num.claims,tot.cost
9200649,3,M,E,C,STNWG,1,0,0,0
9433912,2,M,B,D,STNWG,4,0,0,0
4713979,4,M,D,B,HBACK,4,0,0,0
6957975,2,F,B,D,SEDAN,3,0,0,0
6501792,4,F,D,C,SEDAN,2,0,0,0
7607133,3,M,F,C,STNWG,2,0,0,0
7139170,1,M,D,D,UTE,2,1,1,200
912081,2,M,B,D,STNWG,3,0,0,0
5435770,2,M,A,D,SEDAN,1,0,0,0
9705614,4,F,F,D,UTE,1,0,0,0
5407606,2,F,A,B,HBACK,3,0,0,0
4353938,3,F,A,B,HBACK,1,0,0,0
5972917,6,F,C,B,HBACK,1,0,0,0
9172482,1,M,B,D,SEDAN,3,0,0,0
5267890,4,M,D,C,STNWG,2,0,0,0
3149486,2,F,C,D,SEDAN,2,0,0,0
9418170,2,M,A,C,STNWG,2,1,1,353.77
3730675,3,M,A,B,HBACK,1,0,0,0
2718164,1,F,A,B,HBACK,3,0,0,0
8519701,4,F,C,B,HBACK,1,0,0,0
1769106,1,F,D,B,HBACK,3,0,0,0
5212093,2,F,B,B,SEDAN,3,0,0,0
1684915,3,M,A,D,UTE,4,0,0,0
3488053,2,F,A,B,HBACK,2,0,0,0
9278884,4,M,D,B,HBACK,3,0,0,0
3856364,2,M,B,D,STNWG,4,0,0,0
9854065,2,F,C,C,STNWG,1,0,0,0
6524180,4,M,C,B,COUPE,4,0,0,0
2037328,5,M,E,D,PANVN,4,0,0,0
2762874,3,F,C,D,STNWG,3,0,0,0
3557686,3,F,A,D,SEDAN,2,0,0,0
6002347,4,M,E,D,UTE,3,0,0,0
2217301,2,M,A,D,HBACK,4,0,0,0
408983,6,F,C,D,HDTOP,3,0,0,0
6386854,3,M,F,D,STNWG,3,0,0,0
8392842,4,M,D,C,STNWG,4,0,0,0
2715369,4,F,E,D,STNWG,4,0,0,0
3882268,3,M,E,B,SEDAN,3,0,0,0
1516610,1,F,D,D,UTE,3,0,0,0
8157115,6,M,E,D,STNWG,4,0,0,0
122687,4,F,A,D,HBACK,4,0,0,0
9147042,3,F,B,D,MIBUS,4,1,1,725.8499985
6036464,3,F,E,D,SEDAN,3,0,0,0
1762459,3,F,E,D,SEDAN,3,0,0,0
1894809,3,M,C,B,HBACK,1,0,0,0
543872,3,M,C,B,STNWG,2,0,0,0
1685515,6,M,E,D,UTE,3,0,0,0
1992993,4,F,C,D,SEDAN,4,0,0,0
7156427,5,F,A,B,HBACK,3,0,0,0
961223,6,M,C,B,HBACK,3,0,0,0
5395322,5,M,B,C,STNWG,4,0,0,0
5463448,4,M,E,D,STNWG,3,0,0,0
9351327,2,F,A,D,STNWG,1,1,1,1407.25
2180072,4,F,D,D,STNWG,1,0,0,0
4603888,3,M,A,D,STNWG,3,0,0,0
884011,4,M,B,D,HBACK,3,0,0,0
3951834,3,M,A,A,SEDAN,2,0,0,0
8353637,2,M,B,D,HBACK,4,0,0,0
1590956,3,M,A,D,STNWG,2,0,0,0
9813423,2,M,C,D,SEDAN,2,0,0,0
8503471,5,M,E,D,SEDAN,2,0,0,0
3000251,2,M,A,D,SEDAN,2,1,1,1216.800018
8547151,6,M,C,D,STNWG,1,0,0,0
4603887,2,M,F,C,STNWG,3,0,0,0
6737,4,M,C,D,HBACK,3,1,1,401.8054514
7087666,5,M,B,D,HBACK,2,0,0,0
7472816,3,F,C,D,TRUCK,2,0,0,0
1252421,4,M,A,D,SEDAN,1,0,0,0
4706896,6,F,D,B,SEDAN,4,0,0,0
5368850,1,M,B,D,STNWG,4,0,0,0
7279252,3,M,A,D,HBACK,2,0,0,0
9727519,2,M,B,D,TRUCK,4,0,0,0
3391167,6,F,E,B,SEDAN,3,0,0,0
44825,4,M,F,B,STNWG,1,0,0,0
2996889,4,F,D,C,SEDAN,3,0,0,0
4892164,1,F,C,B,HBACK,3,0,0,0
9514224,5,M,A,D,UTE,3,0,0,0
351004,3,M,A,D,STNWG,2,0,0,0
3878114,5,M,D,D,STNWG,3,0,0,0
1057102,3,F,B,D,HBACK,1,0,0,0
7067669,5,M,C,C,STNWG,2,1,1,5813.25
6179082,1,F,D,B,HBACK,2,0,0,0
284535,2,F,C,D,SEDAN,4,0,0,0
281600,3,M,A,D,HBACK,4,0,0,0
612585,3,F,F,D,SEDAN,2,0,0,0
4305047,2,F,A,C,HBACK,4,0,0,0
5942867,1,F,A,D,HBACK,4,0,0,0
2468296,5,F,C,C,STNWG,4,0,0,0
2983371,5,M,B,B,HBACK,2,0,0,0
3710325,2,M,C,C,STNWG,4,0,0,0
4977100,3,M,E,C,TRUCK,3,0,0,0
3756211,4,M,A,C,SEDAN,1,0,0,0
514819,3,F,C,D,MIBUS,4,0,0,0
2598032,4,F,C,B,STNWG,1,0,0,0
5421067,3,F,B,B,HBACK,3,0,0,0
5330972,3,M,D,D,UTE,4,0,0,0
7272294,4,M,F,C,STNWG,1,0,0,0
7408172,3,F,A,C,TRUCK,4,0,0,0
8500583,5,M,C,D,SEDAN,3,0,0,0
5393762,2,M,D,B,HBACK,2,0,0,0
6114475,5,M,E,C,STNWG,4,0,0,0
9859677,2,F,F,D,TRUCK,3,0,0,0
6433500,4,F,B,B,HBACK,3,0,0,0
8708416,4,F,A,D,SEDAN,2,0,0,0
789503,4,F,C,D,SEDAN,4,0,0,0
4114849,3,M,A,D,SEDAN,2,0,0,0
4422600,2,F,B,B,HBACK,1,0,0,0
369574,2,F,C,B,SEDAN,3,0,0,0
1701578,4,F,C,D,HBACK,1,0,0,0
9729646,4,F,D,B,SEDAN,3,0,0,0
5455231,4,F,A,D,SEDAN,2,0,0,0
6419487,5,M,C,D,UTE,3,0,0,0
3497447,5,F,B,B,HBACK,2,0,0,0
6633024,2,F,A,B,HBACK,2,0,0,0
9138701,3,F,B,B,HBACK,2,0,0,0
6067078,6,F,E,B,HBACK,1,0,0,0
6033680,3,F,C,D,SEDAN,4,1,1,200
2682912,6,M,C,B,HBACK,2,0,0,0
3872156,4,F,E,C,UTE,4,0,0,0
4214173,2,F,A,A,STNWG,1,0,0,0
7653089,2,F,B,D,UTE,4,0,0,0
1078950,2,F,A,B,SEDAN,2,0,0,0
8216692,3,F,E,D,STNWG,3,0,0,0
7385005,2,M,A,C,SEDAN,2,0,0,0
9875,3,M,D,D,HBACK,3,0,0,0
2352449,3,F,C,C,SEDAN,2,0,0,0
3778487,6,F,D,D,SEDAN,3,0,0,0
9203512,3,M,E,D,HDTOP,1,0,0,0
5687243,2,M,A,C,STNWG,2,0,0,0
8343038,2,M,F,D,STNWG,4,0,0,0
433165,6,F,C,D,SEDAN,4,0,0,0
901843,3,M,A,D,HDTOP,4,0,0,0
6113459,6,M,E,C,TRUCK,3,0,0,0
2995406,6,M,C,D,SEDAN,3,0,0,0
3542281,2,M,C,C,STNWG,2,1,1,847.9799995
1763353,2,F,C,B,HBACK,3,0,0,0
1028604,3,F,D,D,UTE,3,0,0,0
391649,2,F,C,D,MIBUS,2,0,0,0
7694674,4,F,A,D,STNWG,4,0,0,0
164038,5,M,A,D,UTE,4,0,0,0
7233435,1,M,D,C,STNWG,3,0,0,0
5883860,3,F,D,D,HBACK,1,0,0,0
2725037,5,F,C,D,SEDAN,3,0,0,0
3005633,2,F,A,D,STNWG,3,0,0,0
8758461,6,M,D,C,HDTOP,4,0,0,0
6678034,6,M,A,B,STNWG,1,0,0,0
1716282,2,F,F,D,STNWG,4,0,0,0
581295,2,F,A,D,SEDAN,4,0,0,0
8837648,4,M,C,D,SEDAN,3,0,0,0
9415615,4,M,A,D,HBACK,4,0,0,0
2249616,2,M,B,D,COUPE,4,1,1,2690.82
689949,3,M,B,C,STNWG,4,0,0,0
3835639,3,M,B,C,TRUCK,3,0,0,0
609759,1,F,A,D,SEDAN,4,0,0,0
36135,1,M,C,A,TRUCK,1,1,1,200
7551463,2,F,B,D,SEDAN,3,0,0,0
5343273,2,F,D,D,STNWG,4,0,0,0
2809959,5,M,F,C,TRUCK,3,0,0,0
1125497,4,F,D,D,STNWG,4,0,0,0
4894482,1,F,F,D,STNWG,2,1,2,2646.139995
3398961,6,F,E,B,SEDAN,2,0,0,0
7557386,4,F,C,D,SEDAN,3,0,0,0
1210882,5,M,D,D,STNWG,2,0,0,0
2286326,4,F,D,C,STNWG,4,0,0,0
4742612,6,F,B,D,SEDAN,3,0,0,0
5460716,3,F,E,D,STNWG,4,0,0,0
8503420,5,F,A,D,HBACK,2,0,0,0
2955762,2,F,B,D,SEDAN,3,0,0,0
2748013,1,F,F,D,UTE,4,0,0,0
9818060,5,F,A,B,HBACK,2,0,0,0
5205624,4,M,C,D,SEDAN,4,0,0,0
1274733,1,F,C,D,UTE,2,0,0,0
1734628,1,M,C,D,SEDAN,2,1,1,7357.509995
2689442,1,M,A,C,SEDAN,4,0,0,0
494912,3,M,B,B,HBACK,2,0,0,0
1426281,4,M,A,B,HBACK,2,0,0,0
483938,5,F,C,D,STNWG,4,1,1,4057.809998
5134157,1,F,A,D,SEDAN,3,0,0,0
2277825,5,F,E,D,SEDAN,1,0,0,0
1140717,1,F,C,B,SEDAN,2,0,0,0
977535,5,F,C,D,HBACK,4,0,0,0
2934192,2,F,C,D,MIBUS,4,1,1,4539.859985
3003933,5,M,A,D,COUPE,4,0,0,0
9413078,6,F,A,D,SEDAN,3,0,0,0
5063137,1,F,C,B,SEDAN,4,0,0,0
2489768,1,M,A,D,STNWG,3,0,0,0
6967957,1,M,B,C,STNWG,2,0,0,0
6445679,1,M,D,D,STNWG,3,0,0,0
4064258,3,M,B,D,UTE,2,0,0,0
7383560,3,M,C,B,HBACK,1,0,0,0
3736479,3,M,A,D,SEDAN,4,0,0,0
8413449,4,F,B,C,HBACK,2,0,0,0
2541476,5,M,B,D,UTE,4,0,0,0
7972786,3,F,B,D,SEDAN,1,0,0,0
3945017,5,F,D,C,SEDAN,1,0,0,0
9656140,3,F,B,B,HBACK,3,0,0,0
8453065,5,M,A,D,UTE,4,0,0,0
721321,5,M,C,B,COUPE,4,0,0,0
1836369,3,F,C,B,HBACK,2,0,0,0
2596484,6,F,C,D,SEDAN,4,0,0,0
5646179,4,F,B,D,HBACK,2,0,0,0
7651810,5,M,B,D,SEDAN,4,0,0,0
1324607,4,M,A,D,STNWG,1,0,0,0
4257784,6,M,D,D,SEDAN,1,0,0,0
538839,6,M,C,D,HBACK,2,0,0,0
2508232,2,F,A,B,HBACK,2,0,0,0
2276648,4,F,A,B,HBACK,1,0,0,0
8164415,4,M,B,D,UTE,4,0,0,0
5092949,4,M,D,C,STNWG,4,0,0,0
2491841,5,M,D,D,STNWG,1,0,0,0
1331236,3,F,D,C,STNWG,3,0,0,0
6427944,4,M,C,D,STNWG,2,0,0,0
5222423,5,F,C,D,HBACK,4,0,0,0
6130803,6,M,A,D,SEDAN,3,0,0,0
3267968,5,F,E,D,STNWG,2,0,0,0
4061148,4,F,B,B,HBACK,1,0,0,0
5301766,2,F,A,D,STNWG,1,0,0,0
8765306,5,M,C,D,STNWG,4,0,0,0
7649272,4,M,B,D,UTE,3,0,0,0
2437889,6,M,E,D,SEDAN,2,0,0,0
4466674,3,M,B,D,COUPE,4,1,1,1581.41
8799718,1,F,D,D,STNWG,2,0,0,0
910562,2,M,A,C,SEDAN,3,0,0,0
6039360,2,F,C,D,SEDAN,4,0,0,0
1731110,5,F,C,C,HBACK,3,0,0,0
5384882,3,M,B,D,UTE,2,0,0,0
7570536,1,M,E,D,STNWG,4,0,0,0
2357132,2,M,B,D,HBACK,2,0,0,0
5702045,3,F,F,D,STNWG,3,0,0,0
9735695,5,F,C,D,MCARA,4,0,0,0
9012070,6,M,C,B,HBACK,1,0,0,0
5196475,1,F,A,C,STNWG,4,0,0,0
7914115,2,M,C,D,HBACK,2,0,0,0
7830293,3,F,A,B,SEDAN,3,0,0,0
2229334,6,M,C,C,HBACK,4,0,0,0
9844108,1,M,E,C,TRUCK,1,0,0,0
8656633,4,F,C,D,STNWG,1,0,0,0
5292704,5,M,B,C,STNWG,1,0,0,0
395487,4,M,C,B,SEDAN,2,0,0,0
2480753,2,F,C,B,SEDAN,3,0,0,0
2737632,1,M,A,B,COUPE,1,0,0,0
256527,3,M,C,B,HBACK,1,0,0,0
2117867,5,F,A,D,HBACK,3,0,0,0
9435622,5,F,B,C,SEDAN,4,0,0,0
42249,3,F,E,C,STNWG,1,0,0,0
3289539,4,M,F,D,STNWG,4,0,0,0
8744879,5,F,B,B,HBACK,3,0,0,0
7365672,6,F,D,D,HBACK,1,0,0,0
7868557,3,F,B,D,STNWG,4,0,0,0
2596701,6,M,C,D,UTE,4,0,0,0
2457120,2,M,F,D,HDTOP,4,0,0,0
6034258,3,M,A,D,SEDAN,4,0,0,0
6874716,3,M,D,C,STNWG,3,0,0,0
6292633,5,F,C,D,MCARA,3,0,0,0
5565984,5,M,D,D,STNWG,3,0,0,0
6680231,2,M,E,D,UTE,4,1,1,1509.009998
1990016,3,M,A,D,STNWG,3,1,1,1863.689999
7867610,3,F,A,D,HBACK,1,0,0,0
1536266,4,F,B,B,HBACK,4,0,0,0
7236476,1,M,A,C,COUPE,4,0,0,0
1443085,2,F,C,B,HBACK,1,0,0,0
5418455,3,F,B,C,COUPE,4,0,0,0
7224615,5,F,D,D,SEDAN,1,0,0,0
3603895,2,M,C,C,UTE,4,0,0,0
1309370,5,F,B,D,SEDAN,3,0,0,0
2739229,5,F,C,D,SEDAN,3,0,0,0
9639531,5,M,B,C,STNWG,3,0,0,0
8201538,3,F,C,B,HBACK,3,0,0,0
7572939,2,F,C,B,HBACK,1,0,0,0
1127187,5,M,C,D,HBACK,2,0,0,0
807275,2,M,C,D,SEDAN,4,0,0,0
8906771,5,M,F,D,TRUCK,4,0,0,0
4728598,6,M,C,B,SEDAN,4,0,0,0
2106122,3,M,A,D,SEDAN,3,1,1,1054.549999
8813972,4,F,C,D,HBACK,2,0,0,0
2595862,2,F,C,C,HBACK,4,0,0,0
6629543,5,M,D,D,SEDAN,4,0,0,0
6361777,2,F,D,D,STNWG,4,0,0,0
9505552,3,M,C,C,STNWG,3,0,0,0
5418957,4,F,A,D,SEDAN,2,0,0,0
535070,4,F,C,B,HBACK,2,0,0,0
3082700,4,F,F,C,STNWG,1,0,0,0
9428366,4,F,B,C,SEDAN,3,0,0,0
3931260,4,F,B,B,HBACK,3,0,0,0
4731358,4,M,B,D,UTE,3,0,0,0
4269949,4,F,B,D,STNWG,4,0,0,0
296719,4,F,C,B,HBACK,2,0,0,0
9417376,3,F,E,C,SEDAN,3,0,0,0
622449,6,F,D,B,HBACK,1,0,0,0
3202871,2,F,D,C,STNWG,2,0,0,0
5211930,3,F,B,D,STNWG,3,1,1,477.2699995
9083136,2,M,B,C,HBACK,2,1,1,3210.869995
8892796,3,M,C,D,SEDAN,3,0,0,0
3772552,3,F,E,B,STNWG,2,0,0,0
4933226,6,M,A,D,SEDAN,2,0,0,0
3111515,1,F,A,C,HBACK,4,0,0,0
7474987,6,F,A,C,SEDAN,3,0,0,0
2056624,4,F,D,C,UTE,4,0,0,0
6475487,3,F,B,D,SEDAN,4,0,0,0
336537,3,M,D,D,SEDAN,3,0,0,0
9325644,3,M,A,C,SEDAN,3,0,0,0
8080660,3,M,C,B,HBACK,2,0,0,0
4297287,4,F,C,D,SEDAN,2,0,0,0
6226291,3,M,E,D,UTE,4,0,0,0
2897116,4,F,B,D,STNWG,1,0,0,0
7746817,2,M,A,C,STNWG,2,0,0,0
7716463,1,M,D,C,STNWG,3,0,0,0
4549123,5,F,C,D,UTE,4,0,0,0
4116074,1,M,F,C,UTE,1,0,0,0
425670,4,M,B,D,UTE,4,0,0,0
6008567,2,F,C,B,HBACK,3,0,0,0
9444503,3,F,C,B,SEDAN,4,0,0,0
1201227,3,M,B,B,STNWG,2,1,1,200
9419433,4,F,D,B,SEDAN,3,0,0,0
838093,3,M,A,D,SEDAN,2,0,0,0
2731956,5,F,B,B,HBACK,3,0,0,0
604036,5,F,A,B,HBACK,4,0,0,0
8106918,4,F,C,D,SEDAN,3,0,0,0
3642205,1,F,C,D,HBACK,4,0,0,0
7122065,6,M,B,D,SEDAN,1,0,0,0
3293308,2,F,A,D,HBACK,4,1,1,345
8855018,2,M,C,D,SEDAN,4,0,0,0
7890743,5,M,A,B,HBACK,1,0,0,0
8759835,5,F,D,D,HBACK,1,0,0,0
1687212,5,M,D,A,SEDAN,4,0,0,0
9545139,6,M,C,C,HDTOP,4,0,0,0
3790022,5,M,C,B,HBACK,3,0,0,0
8333437,2,F,C,B,HBACK,3,0,0,0
9135579,2,F,E,D,UTE,3,0,0,0
750873,1,F,C,D,STNWG,3,0,0,0
3359536,2,F,D,D,SEDAN,4,0,0,0
1923448,5,M,B,D,TRUCK,4,0,0,0
8580098,2,F,C,C,SEDAN,2,0,0,0
8339587,4,F,A,D,STNWG,1,0,0,0
3616854,2,M,D,C,SEDAN,4,0,0,0
1062096,1,F,A,B,HBACK,3,0,0,0
2048494,6,F,D,D,SEDAN,4,0,0,0
4849205,2,F,B,D,SEDAN,1,0,0,0
9614934,4,F,A,B,HBACK,1,0,0,0
4688010,2,F,D,B,STNWG,2,0,0,0
152607,1,F,D,B,HBACK,3,0,0,0
3903175,6,M,A,C,STNWG,3,0,0,0
1801646,5,M,B,D,UTE,4,0,0,0
5067403,4,M,A,B,SEDAN,3,0,0,0
8094196,3,M,B,C,STNWG,3,0,0,0
7881746,4,F,A,D,SEDAN,2,0,0,0
4546854,5,F,C,D,HDTOP,1,0,0,0
424007,4,M,A,D,MCARA,2,0,0,0
8457270,1,F,B,B,HBACK,2,0,0,0
1523074,3,M,F,C,STNWG,2,0,0,0
3238319,3,F,A,B,STNWG,3,0,0,0
9594421,3,F,B,D,STNWG,2,0,0,0
7471469,4,F,C,D,SEDAN,3,0,0,0
3518826,4,F,B,B,HBACK,2,0,0,0
624970,2,F,D,C,STNWG,3,0,0,0
872103,3,M,C,D,STNWG,4,0,0,0
6819556,6,M,B,D,SEDAN,2,0,0,0
1071620,1,F,C,B,SEDAN,2,0,0,0
3925800,4,F,A,D,HDTOP,2,0,0,0
4898015,5,M,A,B,SEDAN,4,0,0,0
2572634,3,M,C,D,STNWG,2,0,0,0
3908272,4,F,D,B,HBACK,3,0,0,0
9841777,6,M,B,D,SEDAN,1,0,0,0
1575713,4,F,A,D,HBACK,4,0,0,0
5964064,3,M,B,C,STNWG,2,0,0,0
8831002,2,F,A,D,SEDAN,2,0,0,0
6170129,3,F,B,B,STNWG,3,0,0,0
7975166,5,F,C,D,SEDAN,4,0,0,0
5989119,2,M,C,D,STNWG,4,0,0,0
2733252,3,F,A,B,STNWG,2,0,0,0
6095924,3,F,A,B,HBACK,1,0,0,0
545704,4,F,A,D,STNWG,4,0,0,0
1959324,5,F,B,B,SEDAN,3,0,0,0
992216,2,M,A,C,TRUCK,3,0,0,0
6297832,3,F,E,C,STNWG,4,0,0,0
4106204,2,M,B,D,SEDAN,1,0,0,0
1160551,1,F,C,B,HBACK,3,0,0,0
9831593,1,F,C,C,SEDAN,1,1,1,9425.639984
6717651,4,F,B,D,SEDAN,1,0,0,0
7239184,3,F,C,D,TRUCK,1,0,0,0
5912586,2,F,D,B,STNWG,3,0,0,0
1275425,3,F,D,B,SEDAN,2,0,0,0
9465035,5,M,D,D,STNWG,4,0,0,0
7772894,2,M,C,C,STNWG,4,0,0,0
4090246,4,M,C,D,SEDAN,1,0,0,0
428758,3,F,F,D,SEDAN,4,0,0,0
6538848,3,F,D,B,SEDAN,4,0,0,0
6534345,6,M,C,D,HBACK,3,0,0,0
8298228,4,F,E,B,HBACK,3,0,0,0
9726151,6,M,D,B,STNWG,2,0,0,0
2441062,5,M,F,D,STNWG,2,0,0,0
2063541,2,F,C,D,SEDAN,2,0,0,0
4577438,5,F,C,B,STNWG,1,0,0,0
4957133,2,M,B,D,STNWG,4,0,0,0
874649,4,M,D,D,SEDAN,2,0,0,0
2236922,4,F,B,A,SEDAN,4,1,1,1452.719994
6939317,3,F,D,C,UTE,1,0,0,0
9600673,4,F,E,D,UTE,2,0,0,0
6590666,2,F,D,D,STNWG,4,0,0,0
9348643,2,M,B,C,UTE,1,0,0,0
100358,6,M,B,D,SEDAN,4,0,0,0
143478,4,F,C,B,HBACK,1,0,0,0
8762479,2,F,B,D,UTE,4,0,0,0
775490,2,M,D,C,UTE,2,1,1,6017.649994
4818777,6,M,C,D,STNWG,3,0,0,0
5325213,2,M,B,C,STNWG,2,0,0,0
9735285,3,M,E,C,SEDAN,1,0,0,0
7144738,2,F,A,B,HBACK,3,0,0,0
7472974,4,F,C,B,HBACK,3,0,0,0
1622381,3,F,D,D,SEDAN,4,0,0,0
1180630,3,F,D,B,HBACK,2,0,0,0
131237,3,F,F,C,STNWG,2,0,0,0
3142605,3,F,A,D,SEDAN,2,0,0,0
8009713,1,M,B,B,HBACK,2,0,0,0
6030244,3,F,C,D,SEDAN,2,0,0,0
5520535,4,F,A,B,SEDAN,4,0,0,0
1141042,3,M,C,D,SEDAN,1,0,0,0
2527222,2,M,F,C,TRUCK,3,0,0,0
9401071,2,M,A,C,COUPE,1,0,0,0
4355911,3,M,E,C,HDTOP,4,0,0,0
7022988,4,M,A,B,SEDAN,3,0,0,0
1096050,4,M,B,C,SEDAN,1,0,0,0
8639332,5,M,B,D,SEDAN,2,0,0,0
2649241,6,M,A,D,SEDAN,1,0,0,0
2861061,1,M,C,D,SEDAN,3,0,0,0
4558360,5,F,C,B,HBACK,3,0,0,0
9311445,3,F,A,D,STNWG,2,0,0,0
9500330,5,F,A,C,SEDAN,3,0,0,0
9157733,4,F,C,B,HBACK,2,0,0,0
1447919,6,F,C,D,STNWG,3,0,0,0
9122534,4,M,A,D,UTE,2,0,0,0
6839509,5,M,B,D,SEDAN,4,0,0,0
100020,3,M,C,D,HBACK,3,0,0,0
2221116,2,M,B,B,HBACK,3,0,0,0
6629898,4,M,C,D,SEDAN,4,0,0,0
3479134,2,M,B,D,TRUCK,4,1,1,1836.98
470581,2,F,C,C,STNWG,4,0,0,0
451030,3,F,A,D,SEDAN,1,0,0,0
6807903,5,M,E,C,STNWG,2,0,0,0
2526716,4,M,A,D,STNWG,3,0,0,0
1204178,5,M,D,C,STNWG,3,0,0,0
1793201,5,M,C,D,STNWG,3,0,0,0
8598442,2,F,B,B,HBACK,1,0,0,0
2837279,1,M,C,D,UTE,4,0,0,0
3624710,4,M,C,D,SEDAN,3,0,0,0
6528942,3,F,B,D,STNWG,2,0,0,0
1908857,3,F,D,B,HBACK,4,0,0,0
9433301,6,M,B,C,STNWG,4,0,0,0
9738792,4,F,A,D,STNWG,4,0,0,0
3560779,4,F,A,D,HBACK,1,0,0,0
8364892,5,F,E,B,HBACK,1,0,0,0
1188896,4,F,B,C,SEDAN,3,0,0,0
7540034,2,F,A,D,SEDAN,2,0,0,0
8740927,6,F,A,D,HBACK,4,0,0,0
8906475,5,F,B,D,SEDAN,4,0,0,0
1146876,2,M,A,D,STNWG,1,0,0,0
419699,4,F,D,D,UTE,1,0,0,0
2520503,3,F,A,D,STNWG,4,0,0,0
9753680,2,M,A,D,COUPE,4,0,0,0
3803995,5,F,F,D,MCARA,3,1,1,345
9043599,2,F,C,D,HBACK,1,0,0,0
6522215,4,F,C,B,HBACK,4,0,0,0
1480849,2,F,D,D,HBACK,2,0,0,0
9481437,5,F,C,C,HBACK,4,0,0,0
886327,5,F,C,D,HBACK,3,0,0,0
4209129,4,M,A,D,SEDAN,3,0,0,0
8630411,1,M,A,C,STNWG,3,0,0,0
2422386,6,M,C,D,SEDAN,3,0,0,0
985348,4,M,D,C,STNWG,4,0,0,0
9564212,4,F,D,D,MCARA,4,0,0,0
4893417,6,F,B,B,SEDAN,1,0,0,0
1234526,1,M,B,B,SEDAN,4,0,0,0
9534104,3,F,A,D,SEDAN,3,0,0,0
8072920,4,F,B,B,HBACK,3,0,0,0
4420767,5,F,B,B,HBACK,1,0,0,0
3625928,5,F,D,D,SEDAN,3,0,0,0
7082326,2,F,C,C,SEDAN,3,0,0,0
3564077,6,M,C,C,STNWG,3,0,0,0
1439861,2,F,D,D,STNWG,4,0,0,0
7125917,3,M,D,D,HBACK,2,0,0,0
3901914,3,M,C,B,HBACK,1,0,0,0
6713268,2,F,B,D,STNWG,2,0,0,0
8246061,3,F,E,C,STNWG,3,0,0,0
3600396,5,M,B,D,SEDAN,1,0,0,0
6112777,3,F,C,B,HBACK,3,0,0,0
7121100,2,M,B,D,UTE,3,0,0,0
4054212,1,M,B,D,SEDAN,4,1,1,353.77
6131880,1,F,D,B,HBACK,1,0,0,0
4662361,3,F,E,D,STNWG,4,0,0,0
7157419,6,F,A,D,HBACK,4,0,0,0
749705,3,M,F,D,STNWG,3,0,0,0
5130747,3,M,E,D,HBACK,4,0,0,0
4696054,5,M,A,D,SEDAN,3,0,0,0
1262959,2,F,D,B,HBACK,3,0,0,0
4334467,3,F,A,D,SEDAN,1,0,0,0
9842155,3,F,C,D,HBACK,4,0,0,0
5327278,4,F,B,C,SEDAN,3,0,0,0
6853403,3,F,D,B,HBACK,1,0,0,0
3335349,3,F,C,B,SEDAN,1,0,0,0
614972,4,F,A,D,HBACK,2,0,0,0
6656034,5,M,E,D,STNWG,2,0,0,0
3016146,2,F,F,D,UTE,2,0,0,0
6621972,2,M,B,B,COUPE,4,0,0,0
1315726,2,M,D,D,STNWG,4,0,0,0
8510127,2,M,B,D,SEDAN,3,0,0,0
9742013,3,F,B,D,SEDAN,4,0,0,0
1577431,4,M,A,D,TRUCK,4,0,0,0
1448010,1,F,E,C,STNWG,1,0,0,0
3687321,4,F,C,B,HBACK,2,0,0,0
9390487,2,M,B,C,TRUCK,3,0,0,0
8811821,4,M,C,C,STNWG,4,0,0,0
698869,3,F,C,D,SEDAN,4,0,0,0
8751220,5,M,A,D,SEDAN,3,0,0,0
2627894,3,F,E,D,UTE,3,0,0,0
6793945,4,F,C,D,HBACK,3,0,0,0
2492745,4,F,C,B,COUPE,3,0,0,0
7272574,2,M,C,C,UTE,1,0,0,0
7870409,3,F,A,D,STNWG,2,0,0,0
6868027,2,F,C,B,COUPE,3,0,0,0
9687080,2,M,A,D,SEDAN,4,0,0,0
8788399,1,F,C,B,HBACK,2,0,0,0
9173109,4,F,C,B,SEDAN,2,0,0,0
1893371,4,M,C,A,SEDAN,1,0,0,0
4809003,4,F,A,D,STNWG,4,0,0,0
9287640,3,M,A,D,HBACK,2,0,0,0
5925669,6,F,C,C,STNWG,2,0,0,0
950364,1,F,C,C,STNWG,4,0,0,0
1335423,3,F,C,B,HBACK,4,0,0,0
7116699,4,F,C,D,HBACK,1,0,0,0
4263024,6,F,A,D,SEDAN,1,0,0,0
6286713,2,F,A,B,HBACK,1,0,0,0
6837721,3,F,B,D,SEDAN,4,0,0,0
7787481,3,F,B,C,STNWG,1,0,0,0
9202220,4,F,B,D,SEDAN,3,0,0,0
5984541,3,F,F,D,STNWG,4,1,1,389.9499998
2791316,4,F,C,C,HBACK,3,0,0,0
7558340,3,M,A,D,STNWG,4,0,0,0
3668353,2,F,A,D,HBACK,1,0,0,0
8348618,6,F,C,D,SEDAN,3,0,0,0
6465867,3,F,A,D,SEDAN,1,1,1,6442.279999
6227132,6,M,D,D,SEDAN,4,0,0,0
4293499,3,F,D,D,SEDAN,3,0,0,0
8072159,5,M,B,C,STNWG,3,0,0,0
5216932,1,F,C,D,STNWG,4,0,0,0
2829939,3,F,F,D,STNWG,2,0,0,0
6366615,3,F,A,D,SEDAN,3,0,0,0
3593406,5,F,C,D,HBACK,3,0,0,0
6512643,4,F,C,C,HBACK,3,0,0,0
1212258,5,F,A,B,SEDAN,4,0,0,0
7554317,3,F,C,C,SEDAN,3,0,0,0
4269775,2,M,B,C,TRUCK,4,0,0,0
